time,ion_current_M2,ion_current_M44,potential,current1_mA,coll_current,current1,current1_muA,ion_current_M2_sBG_sub,ion_current_M2_sBG_ALS,ion_current_M2_sBG_ALS_sub,ion_current_M2_ALS,ion_current_M2_UVS,ion_current_M2_UVS_sub,ion_current_M2_UVS_ALS,ion_current_M2_UVS_ALS_sub,ion_current_M2_MF,ion_current_M2_MF_sub,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub
3126.350000000001,3.3173994917127008e-09,3.2179743516483814e-10,1.4102402941176373,0.20189947058812707,,0.00020189947058812707,201.89947058812703,-4.213215469616366e-12,-2.5861157083001433e-11,2.1647941613385067e-11,3.30688133443544e-09,3.3105645486678645e-09,6.834943044836272e-12,-1.4707112439379465e-11,2.1542055484215738e-11,3.312900812154686e-09,4.498679558014701e-12,3.30534043956035e-11,-1.2917544438987909e-12,3.434515883950229e-11,3.30688133443544e-09,2.9791398205701445e-10,2.388345310782369e-11,-1.0269475234602367e-11,3.415292834242605e-11,3.039795497237572e-10,1.7817885441080963e-11
3126.4,3.318574077348056e-09,3.2252669340659333e-10,1.4083417647058762,0.1806068235293434,,0.00018060682352934342,180.60682352934344,-3.0386298342610465e-12,-2.5861222938183423e-11,2.2822593103922374e-11,3.3068828308196016e-09,3.3105652819958906e-09,8.008795352165492e-12,-1.4707363506235672e-11,2.2716158858401164e-11,3.312900812154686e-09,5.6732651933700216e-12,3.378266263735865e-11,-1.2916935491791534e-12,3.50743561865378e-11,3.3068828308196016e-09,2.979145258684357e-10,2.4612167538157606e-11,-1.0270107588013445e-11,3.488227512617105e-11,3.039795497237572e-10,1.854714368283611e-11
3126.4500000000007,3.319748662983422e-09,3.2305887900552376e-10,1.406256347826082,0.1613227826086508,,0.0001613227826086508,161.3227826086508,-1.8640441988945598e-12,-2.586128984298493e-11,2.3997245644090372e-11,3.3068843241172008e-09,3.310566015057677e-09,9.182647925745539e-12,-1.470761486475558e-11,2.389026279050112e-11,3.312900812154686e-09,6.847850828736508e-12,3.431484823628912e-11,-1.2916325987645053e-12,3.5606480835053625e-11,3.3068843241172008e-09,2.979150704045521e-10,2.514380860097164e-11,-1.027074100014176e-11,3.54145496011134e-11,3.039795497237572e-10,1.9079329281766585e-11
3126.5,3.320923248618778e-09,3.2280277403314955e-10,1.4041353333333395,0.14351233333338345,,0.00014351233333338346,143.51233333338345,-6.894585635392395e-13,-2.58613577976299e-11,2.5171899234090662e-11,3.3068858143093824e-09,3.310566747853187e-09,1.0356500765590886e-11,-1.470786651494269e-11,2.5064367280533577e-11,3.312900812154686e-09,8.022436464091827e-12,3.405874326391491e-11,-1.2915715926129851e-12,3.535031485652789e-11,3.3068858143093824e-09,2.979156156652982e-10,2.4887158367851327e-11,-1.0271375471232172e-11,3.5158533839083507e-11,3.039795497237572e-10,1.8823224309392374e-11
3126.55,3.3197321758241795e-09,3.2254666906077296e-10,1.4020066060605907,0.12714572727262746,,0.00012714572727262743,127.14572727262743,-1.880531358137592e-12,-2.586142680234224e-11,2.398089544420465e-11,3.3068873013772904e-09,3.310567480382382e-09,9.1646954417975e-12,-1.470811845680052e-11,2.3872813898598026e-11,3.3129048397790237e-09,6.827336045155407e-12,3.380263829153832e-11,-1.2915105306827311e-12,3.5094148822221046e-11,3.3068873013772904e-09,2.9791616165060825e-10,2.4630507410164704e-11,-1.0272011001529547e-11,3.490251841169425e-11,3.039795497237572e-10,1.8567119337015784e-11
3126.600000000001,3.3149926153846085e-09,3.2229056408839637e-10,1.3997891818181671,0.11265481818172235,,0.00011265481818172232,112.65481818172232,-6.620091797708639e-12,-2.586149685734589e-11,1.9241405059637247e-11,3.306888785302069e-09,3.310568212645226e-09,4.424402739382335e-12,-1.4708370690332585e-11,1.9132773429714923e-11,3.3129268618784508e-09,2.065753506158121e-12,3.3546533319161725e-11,-1.2914494129318824e-12,3.483798273209361e-11,3.306888785302069e-09,2.9791670836041684e-10,2.437385572797948e-11,-1.027264759127875e-11,3.4646503319258224e-11,3.039795497237572e-10,1.8311014364639195e-11
3126.65,3.3102530549450805e-09,3.2116163922651966e-10,1.397445276923078,0.09972610769231292,,9.972610769231291e-05,99.72610769231292,-1.1359652237236672e-11,-2.5861567962864753e-11,1.450191572562808e-11,3.306890266064865e-09,3.310568944641683e-09,-3.1588969660250513e-13,-1.4708623215542404e-11,1.4392733518939902e-11,3.3129326703296693e-09,-2.679615384588399e-12,3.2417608457285035e-11,-1.2913882393185756e-12,3.37089966966036e-11,3.306890266064865e-09,2.9791725579465863e-10,2.324438343186104e-11,-1.0273285240724637e-11,3.3517668672585676e-11,3.039795497237572e-10,1.718208950276249e-11
3126.7000000000007,3.305513494505509e-09,3.1940067237568494e-10,1.3949934558823418,0.08817186764701239,,8.817186764701239e-05,88.17186764701239,-1.609921267680772e-11,-2.586164011912276e-11,9.762427442315037e-12,3.306891743646821e-09,3.310569676371716e-09,-5.056181866206651e-12,-1.4708876032433494e-11,9.652694166226844e-12,3.313004499999997e-09,-7.49100549448792e-12,3.0656641606450303e-11,-1.2913270098009466e-12,3.194796861625125e-11,3.306891743646821e-09,2.979178039532678e-10,2.1482868422417087e-11,-1.0273923950112087e-11,3.1756792372529175e-11,3.039795497237572e-10,1.5421122651927767e-11
3126.75,3.306685392265172e-09,3.176397055248662e-10,1.3924491176470537,0.0778051764705714,,7.780517647057141e-05,77.8051764705714,-1.4927314917145252e-11,-2.586171332634381e-11,1.0934398409198562e-11,3.3068932180294207e-09,3.3105704078352853e-09,-3.885015570113866e-12,-1.4709129141009383e-11,1.0824113570895519e-11,3.313050270718236e-09,-6.364878453063677e-12,2.8895674755631556e-11,-1.291265724337133e-12,3.018694047996869e-11,3.3068932180294207e-09,2.979183528361789e-10,1.972135268868728e-11,-1.0274563719685961e-11,2.999591640837324e-11,3.039795497237572e-10,1.3660155801109016e-11
3126.8,3.3097240662983392e-09,3.158787386740314e-10,1.3897902941176408,0.06881694117644895,,6.881694117644895e-05,68.81694117644895,-1.1888640883978335e-11,-2.586178758475181e-11,1.3973146700773475e-11,3.306894689194005e-09,3.310571139032359e-09,-8.47072734020138e-13,-1.4709382541273594e-11,1.3862309807253455e-11,3.3130727032966994e-09,-3.348636998360633e-12,2.7134707904796825e-11,-1.2912043828852705e-12,2.8425912287682103e-11,3.306894689194005e-09,2.9791890244332635e-10,1.7959836230705107e-11,-1.0275204549691127e-11,2.8235040780396237e-11,3.039795497237572e-10,1.1899188950274292e-11
